MAKE,MODEL,COLOR,YEAR,ODOMETER,STATE,SELLER,UNITS_SOLD,TOTAL_REVENUE,AVG_PRICE
Porsche,Cayman,red,2014,7516,ca,the hertz corporation,1,47750,47750
Chevrolet,Suburban,beige,2013,61913,tx,the hertz corporation,1,30600,30600
Chevrolet,Cruze,black,2013,58862,wi,the hertz corporation,1,10100,10100
Dodge,Grand Caravan,white,2013,60964,mn,dtg operations inc,1,12000,12000
Ram,2500,black,2013,15294,tn,ford-lincoln dealer program,1,38900,38900
Chevrolet,Express Cargo,white,2014,50717,ga,economy rent a car/ars,1,18500,18500
Ford,Escape,blue,2010,39331,mi,remarketing by ge/michigan schools & govt cu,1,11100,11100
Ford,Explorer,silver,2013,36323,fl,wheels exchange llc,1,25100,25100
Ford,E-Series Van,white,2012,80715,la,enterprise fleet management exchange  inc.,1,8000,8000
Kia,Forte,silver,2014,8787,wi,kia motors america  inc,1,12400,12400
Ford,Fiesta,white,2013,23073,pa,ford motor credit company llc,1,11700,11700
Hyundai,Accent,blue,2013,38220,ca,enterprise veh exchange/rental,1,9900,9900
Mazda,Mazda5,black,2013,37726,wa,avis corporation,1,13700,13700
Mercedes-Benz,E-Class,Ã¢â‚¬â€,2013,10886,ca,mercedes-benz financial services,1,35250,35250
Subaru,Legacy,gray,2013,85795,wi,wheels exchange llc,1,12400,12400
Chevrolet,Traverse,blue,2012,58392,fl,lease plan advantage,1,13800,13800
Ford,Focus,black,2012,41740,nc,chrysler capital,1,9100,9100
Ford,Fusion,silver,2012,42962,oh,ford-lincoln dealer program,1,12700,12700
Honda,CR-V,burgundy,2012,40767,pa,ahfc/honda lease trust/hvt  inc. eot,1,16900,16900
Toyota,Corolla,beige,2012,54326,oh,dt credit corporation,1,9800,9800
Hyundai,Equus,gray,2011,48831,pa,fleet depot,1,23100,23100
Chevrolet,Sonic,red,2014,10633,ga,enterprise vehicle exchange / tra / rental / tulsa,1,8400,8400
Ford,Escape,white,2009,97705,wa,ge fleet services for itself/servicer,1,9400,9400
BMW,X5,gray,2007,85022,ca,ecars,1,16500,16500
Jeep,Commander,black,2007,83428,wi,wheels exchange llc,1,10400,10400
Ford,Ranger,white,2006,44194,pr,oriental bank,1,3200,3200
Toyota,Tundra,white,2006,334220,nc,hendrick toyota scion concord,1,3300,3300
Honda,Accord,gray,2012,30178,nj,ahfc/honda lease trust/hvt  inc. eot,1,13900,13900
Chrysler,PT Cruiser,gray,2009,86669,tx,wells fargo dealer services,1,2900,2900
BMW,7 Series,brown,2013,4215,nj,bmw na manheim new jersey,1,53250,53250
Dodge,Avenger,white,2010,72823,md,capital one auto finance,1,7500,7500
Nissan,Altima,white,2012,34893,tx,nissan-infiniti lt,1,13800,13800
Lexus,RX 330,silver,2004,145226,nj,wzs auto sales inc,1,7600,7600
Mitsubishi,Outlander Sport,white,2014,9945,tn,santander consumer,1,14600,14600
Ford,Focus,black,2013,51073,mi,dtg operations inc,1,10100,10100
Kia,Sorento,off-white,2011,102553,fl,westfall auto sales,1,10350,10350
Lexus,IS 250,brown,2012,48298,wi,lexus financial services,1,19000,19000
Infiniti,G Coupe,white,2011,47337,tx,nissan infiniti lt,1,19800,19800
Buick,Enclave,brown,2009,118232,wi,zimbrick eastside,1,11700,11700
Chevrolet,Impala,white,2009,124511,tx,westfall auto sales,1,5900,5900
BMW,1 Series,black,2008,29756,fl,tdaf remarketing,1,18000,18000
Chrysler,300,gray,2008,109047,ca,walters auto sales/service inc,1,7100,7100
Ford,Escape,Ã¢â‚¬â€,2008,143701,mn,autonation ford white bear lake,1,5100,5100
Mazda,Mazda3,white,2008,85200,tx,tdaf remarketing,1,6400,6400
Acura,MDX,black,2006,117863,il,wells fargo dealer services,1,6500,6500
BMW,7 Series,silver,2006,121154,ca,clear view systems,1,8500,8500
Cadillac,Escalade,white,2004,65514,ca,green line auto sales,1,14250,14250
Ford,F-250 Super Duty,white,2003,158247,ca,honda of pasadena,1,8600,8600
Ford,Escape,silver,2014,16842,mo,gmt auto sales inc,1,18000,18000
Ford,Escape,Ã¢â‚¬â€,2014,13820,fl,ford motor credit company,1,19600,19600
Infiniti,G35,Ã¢â‚¬â€,2003,184022,fl,east coast financial,1,3200,3200
Nissan,Leaf,gray,2013,23780,wa,nissan motor acceptance corporation,1,13400,13400
BMW,3 Series,black,2012,46882,nv,financial services remarketing - pickup,1,26750,26750
Ford,F-150,white,2012,31506,ab,phh vehicle management services  inc,1,19500,19500
Ford,Fiesta,silver,2012,51043,fl,fifth third bank,1,9300,9300
Audi,A4,white,2011,63243,ca,audi mission viejo,1,21500,21500
Hyundai,Elantra,beige,2011,95296,tx,fiserv/crescent bank & trust,1,7800,7800
Nissan,370Z,black,2010,29433,tx,tdaf remarketing,1,18500,18500
,,red,2006,65417,pa,tdaf remarketing,1,6500,6500
Subaru,Outback,green,2005,77864,va,blue knob auto sales inc,1,9400,9400
,,gray,2004,155219,nc,credit acceptance corp/vrs/southfield,1,1100,1100
GMC,Sierra 1500,gray,2004,257170,nc,credit acceptance corp/vrs/southfield,1,2600,2600
Ford,Explorer,blue,2003,160543,nc,crossroads ford lincoln of sanford inc,1,3800,3800
Chrysler,Town and Country,silver,2013,55033,ga,capital one auto finance,1,15800,15800
Acura,MDX,gray,2011,48751,ga,innovative auto llc,1,19500,19500
Honda,Civic,black,2013,33160,nc,gm financial,1,15400,15400
Mazda,Mazda3,blue,2012,26272,fl,jpmorgan chase bank n.a.,1,11700,11700
Nissan,Altima,white,2012,60636,ga,jpmorgan chase bank n.a.,1,10800,10800
Ford,E-Series Van,white,2011,46268,ca,ford motor credit company llc,1,15700,15700
Toyota,RAV4,green,2011,117880,fl,regional acceptance corporation / greenville,1,9200,9200
Volkswagen,Jetta,beige,2011,101812,sc,pee dee auto buyers,1,9500,9500
Jeep,Liberty,white,2010,71519,tn,gm financial,1,12000,12000
Cadillac,Escalade,burgundy,2007,99184,fl,crown eurocars inc,1,18700,18700
Hyundai,Sonata,silver,2009,136224,la,national auto acceptance,1,4300,4300
Honda,Accord,silver,2007,95603,fl,navy fcu,1,6200,6200
Infiniti,G35,black,2007,95069,ga,bmw alphera/alphera financial services,1,10300,10300
BMW,3 Series,black,2006,105223,wa,remarketing by ge/manheim seattle,1,10200,10200
Chevrolet,Malibu Maxx,white,2006,125635,il,mid atlantic finance /clearwater,1,2500,2500
Mercury,Montego,green,2005,140802,la,westfall auto sales,1,4700,4700
,,silver,2006,72720,tn,midtown motors,1,5300,5300
Ford,Explorer,white,2003,74467,az,credit acceptance corp/vrs/southfield,1,2800,2800
Hyundai,Santa Fe,white,2003,117964,la,westfall auto sales,1,4200,4200
Toyota,Camry,red,2014,24298,ga,world omni financial corporation,1,15400,15400
Chevrolet,Equinox,red,2013,9332,pa,rosenberger auto sales llc,1,21400,21400
Ford,Edge,white,2013,30679,fl,flowers nissan,1,22800,22800
BMW,X6,black,2014,6929,ca,daimler daiichi corp,1,47750,47750
Volkswagen,Golf,silver,2013,60258,tx,the hertz corporation,1,9300,9300
Jeep,Liberty,gray,2012,61599,fl,tdaf remarketing,1,13200,13200
Toyota,RAV4,brown,2012,31260,ms,world omni financial corporation,1,15300,15300
Lexus,ES 350,gold,2011,53308,ca,lexus financial services,1,16600,16600
Ford,Expedition,silver,2008,99807,tx,santander consumer,1,9900,9900
Honda,Accord,gray,2008,166717,ga,onesource/savannah toyota scion,1,5700,5700
Jeep,Commander,silver,2008,60490,oh,ride & drive llc,1,12600,12600
Jeep,Wrangler,burgundy,2008,36807,la,southeastern auto brokers inc,1,20200,20200
Kia,Sorento,black,2008,83210,ca,santa monica europeans,1,5300,5300
Ford,Explorer,black,2007,163598,nc,hendrick kia of concord,1,3700,3700
GMC,Yukon,blue,2007,121593,ca,stg auto group,1,12500,12500
Honda,Accord,blue,2007,130957,or,orbit leasing inc.,1,6000,6000
Ford,Fiesta,red,2014,37701,co,enterprise veh exchange/rental,1,9900,9900
GMC,Savana Cargo,white,2014,6275,mo,u-haul technical center,1,21500,21500
Kia,Sorento,white,2014,31094,ca,enterprise veh exchange/rental,1,17250,17250
Ram,1500,white,2014,16673,va,enterprise vehicle exchange/non program,1,26500,26500
BMW,3 Series,white,2013,25625,nv,financial services remarketing (lease),1,32750,32750
Lamborghini,Gallardo,yellow,2007,19908,fl,bryans cars.com,1,107000,107000
Mitsubishi,Galant,gray,2005,88159,fl,southern auto finance co/safco/ft lauderdale,1,4100,4100
BMW,3 Series,white,2013,17891,pa,difeo bmw,1,27000,27000
Mazda,Mazda3,gray,2013,60188,nv,the hertz corporation,1,10600,10600
Nissan,Murano,gray,2013,16310,wa,nissan-infiniti lt,1,22400,22400
Honda,Ridgeline,white,2012,30489,ga,carworks inc,1,23000,23000
Infiniti,G Convertible,black,2012,16005,wa,nissan infiniti lt,1,29000,29000
Volkswagen,Jetta,black,2012,31338,ca,power drive inc,1,10200,10200
Honda,Pilot,white,2011,48051,tx,hopper motorplex inc,1,18900,18900
Chevrolet,Suburban,black,2009,92185,ut,excell auto center,1,16500,16500
Dodge,Avenger,red,2014,37779,ga,chrysler capital,1,9300,9300
Mercedes-Benz,CLS-Class,white,2006,119685,ga,carworks inc,1,11700,11700
Ford,Taurus,gray,2003,145545,ca,south county lexus at mission viejo,1,1000,1000
Audi,R8,black,2010,18941,tx,chicago motor car corporation,1,100000,100000
Ford,Explorer,black,2003,160303,pa,credit acceptance corp/vrs/southfield,1,1400,1400
BMW,X5,black,2012,26281,nv,financial services remarketing - pickup,1,37500,37500
Hyundai,Veloster,silver,2012,40302,fl,d&a fine cars,1,13400,13400
Porsche,911,gray,2012,27501,ca,cnc motors inc,1,70500,70500
Nissan,Titan,blue,2011,32399,nc,fidelity bank,1,20000,20000
Dodge,Grand Caravan,silver,2010,69158,ga,tdaf remarketing,1,8000,8000
Lexus,ES 350,gray,2010,45662,fl,arg inc,1,16900,16900
BMW,5 Series,Ã¢â‚¬â€,2008,64552,fl,the collection,1,14100,14100
Jeep,Liberty,red,2008,96249,fl,sullivan auto group llc,1,8400,8400
Dodge,Charger,black,2007,93811,oh,santander consumer,1,5000,5000
Chrysler,Town and Country,white,2014,15525,pa,enterprise holdings/gdp,1,19900,19900
Ford,F-150,Ã¢â‚¬â€,2014,18373,tn,ford-lincoln dealer program,1,38100,38100
Chevrolet,Impala,black,2013,55573,nc,ge fleet services for itself/servicer,1,10500,10500
Chrysler,300,gray,2013,28355,nv,unique autos,1,24200,24200
Ford,Escape,gray,2013,60182,fl,ge fleet services for itself/servicer,1,12900,12900
Toyota,Corolla,blue,2011,12432,fl,world omni financial corporation,1,11800,11800
Saturn,VUE,silver,2005,157054,tx,wells fargo dealer services,1,2400,2400
Honda,Accord,black,2014,3595,pa,ahfc/honda lease trust/hvt  inc.,1,18900,18900
Kia,Sorento,red,2014,9845,nc,us bank,1,17900,17900
Lexus,RX 350,silver,2015,5998,pa,i g burton & co inc,1,39000,39000
Dodge,Grand Caravan,white,2012,70017,ca,dtg operations inc,1,10300,10300
Ford,Escape,black,2012,34033,pa,ford motor credit company llc,1,14100,14100
Chevrolet,Volt,gray,2013,33965,wa,ge fleet services for itself/servicer,1,15700,15700
Ford,F-150,white,2013,42747,il,midtown motors,1,22700,22700
Ford,Fusion,silver,2013,24470,mo,ford motor credit company llc,1,15500,15500
Honda,Odyssey,gray,2013,52266,in,honda of america manufacturing,1,26500,26500
Honda,Pilot,white,2013,57966,in,honda of america manufacturing,1,26750,26750
Mercedes-Benz,C-Class,white,2013,8798,ca,mercedes-benz finc wholesale advantage,1,26250,26250
Chevrolet,Silverado 1500,black,2014,20207,ca,ontario auto sales,1,34250,34250
Ford,F-350 Super Duty,black,2012,56238,mo,foust fleet leasing,1,37000,37000
Lexus,GX 460,gold,2012,49910,mo,auto plaza motor sports llc,1,34500,34500
Porsche,911,white,2012,15565,ca,porsche of fresno audi fresno,1,74000,74000
Toyota,FJ Cruiser,black,2012,49596,fl,onesource/hendrick toy scion of n charleston,1,27000,27000
Ford,Explorer,gold,2011,46290,ny,ford-lincoln dealer program,1,20600,20600
Lexus,IS 350,silver,2011,40955,la,don's wholesale llc,1,22000,22000
GMC,Sierra 1500,blue,2010,40329,wi,new look enterprises inc,1,22800,22800
Chevrolet,Impala,white,2009,126128,az,dannys auto sales,1,4400,4400
Jeep,Grand Cherokee,gray,2009,79153,ca,meridian remarketing,1,11250,11250
Chevrolet,Cobalt,black,2008,141286,nj,autolenders liquidation center,1,1900,1900
Ford,F-150,silver,2008,97232,mo,century sales & leasing inc,1,8900,8900
Honda,Accord,silver,2008,177266,fl,florida auto and truck exchange inc,1,6700,6700
Hyundai,Santa Fe,silver,2008,84370,fl,gm financial,1,9300,9300
Nissan,Sentra,blue,2006,81947,ca,aaero sweet company,1,5500,5500
Ford,Taurus,silver,2004,166526,fl,east coast financial,1,1350,1350
Toyota,Corolla,gray,2004,161021,ca,bob baker jeep,1,2800,2800
Ford,Ranger,white,2002,185100,ga,riverside hyundai,1,2100,2100
Honda,Accord,green,2000,190859,md,kia of waldorf,1,1400,1400
Ford,Escape,black,2014,20573,pa,avis budget group,1,15400,15400
Ram,1500,white,2014,4160,az,onesource/southwest remarketing,1,16500,16500
Audi,A4,silver,2013,26141,fl,intercontinental fleet corp,1,20400,20400
Chevrolet,Impala,gray,2013,43633,az,ge fleet services for itself/servicer,1,11600,11600
Jeep,Grand Cherokee,silver,2012,37098,wi,knauz continental autos inc,1,18700,18700
Chrysler,Town and Country,white,2014,22677,fl,enterprise holdings/gdp,1,18800,18800
FIAT,500L,gray,2014,17561,fl,hertz corporation/gdp,1,11400,11400
Ford,F-150,white,2014,10996,tx,u-haul,1,18000,18000
Nissan,Altima,white,2012,58690,ga,nissan-infiniti lt,1,12800,12800
Nissan,Maxima,white,2012,58356,tx,fiserv/regions bank,1,12600,12600
Land Rover,Range Rover Sport,gray,2011,37501,ca,hornburg jaguar,1,35000,35000
Chevrolet,Impala,silver,2010,105850,ca,auto mercado,1,6000,6000
Chevrolet,Avalanche,black,2008,77651,mo,applied auto sales llc,1,19200,19200
Pontiac,G6,gray,2007,122527,nc,credit acceptance corp/vrs/southfield,1,4500,4500
Cadillac,CTS,black,2005,138578,ga,credit acceptance corp/vrs/southfield,1,4500,4500
Kia,Sorento,white,2005,131763,ne,lexus of lincoln,1,4600,4600
Dodge,Intrepid,gold,2004,138887,nc,credit acceptance corp/vrs/southfield,1,900,900
Subaru,Forester,red,2015,5013,ca,subaru of america,1,23200,23200
Dodge,Charger,red,2010,66955,fl,autobuy,1,11200,11200
Dodge,Nitro,silver,2010,84119,va,gm financial,1,7600,7600
Kia,Optima,gray,2011,46231,ga,kia motors finance,1,11400,11400
Toyota,Sienna,white,2014,16960,va,enterprise veh exchange/rental,1,19500,19500
Nissan,Altima,gray,2012,11860,nj,nissan-infiniti lt,1,13800,13800
BMW,3 Series,gray,2011,31955,pa,adcock brothers inc,1,24750,24750
Toyota,RAV4,silver,2011,23836,oh,toyota financial services,1,15800,15800
Kia,Optima,gray,2014,10057,ga,kia motors america  inc,1,17100,17100
Infiniti,G Sedan,blue,2013,30436,nj,nissan infiniti lt,1,21750,21750
Honda,Odyssey,gray,2012,27452,pa,ahfc/honda lease trust/hvt  inc. eot,1,21100,21100
Honda,Accord,Ã¢â‚¬â€,2012,26904,nj,ahfc/honda lease trust/hvt  inc. eot,1,10400,10400
Honda,Pilot,black,2012,35851,nj,ahfc/honda lease trust/hvt  inc. eot,1,18500,18500
Volkswagen,Passat,Ã¢â‚¬â€,2008,100702,ca,vw credit,1,3500,3500
Dodge,Stratus,gray,2006,126777,fl,remarketing by ge/coc llc,1,600,600
Lexus,GX 460,gray,2014,9188,pa,r hollenshead auto sales inc,1,49000,49000
Ram,1500,black,2014,15128,ga,budget rac of atlanta,1,39000,39000
Buick,Regal,silver,2013,54245,ga,the hertz corporation,1,13100,13100
Chevrolet,Impala,red,2013,34633,nc,remarketing by ge/nextgear capital,1,13500,13500
Ford,Taurus,Ã¢â‚¬â€,2013,60671,mn,hertz car exchange inc/oklahoma city,1,13500,13500
Ford,Mustang,blue,2013,66118,tx,dtg operations inc,1,13600,13600
Chevrolet,Silverado 2500HD,white,2014,27283,or,express car & truck rental,1,35200,35200
Toyota,Sienna,gray,2013,54912,oh,the hertz corporation,1,16800,16800
Chevrolet,Impala,white,2012,61582,va,gm financial,1,9400,9400
Infiniti,G35,white,2005,168174,ca,simon funding inc,1,4500,4500
Ford,Escape,white,2014,34338,ca,ford motor credit company,1,23200,23200
Ford,Escape,silver,2014,19939,ga,lease plan usa,1,16900,16900
Ford,Expedition,blue,2012,42794,il,sutton leasing inc,1,25200,25200
Ford,Focus,red,2012,58562,oh,dt credit corporation,1,8600,8600
Infiniti,G Sedan,white,2012,24932,fl,nissan infiniti lt,1,19000,19000
Nissan,Versa,black,2012,55719,nc,t & k enterprises of mt airy inc,1,7800,7800
Toyota,Camry,white,2012,22574,fl,world omni financial corporation,1,12400,12400
Toyota,Yaris,gray,2012,58330,tn,the hertz corporation,1,8500,8500
Nissan,Rogue,gray,2011,40198,pa,nissan-infiniti lt,1,11700,11700
Honda,Accord,black,2009,97426,oh,whitewater motor co inc,1,10500,10500
,,burgundy,2003,180178,fl,autonation chevrolet south clearwater,1,600,600
Infiniti,G35,silver,2003,150967,ca,newport acceptance corp,1,3200,3200
Kia,Sedona,white,2014,34050,wa,ez rent a car/orlando,1,14900,14900
Chevrolet,Cruze,gray,2013,54590,ne,the hertz corporation,1,12100,12100
Kia,Soul,off-white,2013,18824,ga,wells fargo dealer services,1,14500,14500
Ford,Explorer,black,1998,174103,ga,five star toyota of milledgeville,1,900,900
Hyundai,Elantra,gray,2013,20722,fl,coconut creek auto mall,1,12000,12000
Chevrolet,Captiva Sport,blue,2014,31470,fl,florida auto financial group,1,12600,12600
Chevrolet,Camaro,red,2012,30009,mo,jim butler auto plaza,1,21500,21500
Ford,Transit Connect,white,2012,92905,ny,adk auto brokers inc,1,8600,8600
,,black,2012,62023,mi,dtg operations inc,1,7800,7800
Ford,F-150,black,2011,52956,oh,humberview chevrolet,1,22700,22700
Kia,Soul,silver,2011,76676,nc,paramount kia of asheville,1,8400,8400
Chrysler,300,silver,2009,36963,oh,u s auto importing & sales,1,12700,12700
Hyundai,Sonata,silver,2009,139041,oh,chaco credit union,1,3100,3100
Nissan,Rogue,silver,2009,189037,fl,veterans ford,1,6200,6200
BMW,3 Series,red,2007,105130,wi,knauz continental autos inc,1,7800,7800
Ford,Freestyle,black,2006,103762,tx,meridian remarketing,1,2500,2500
Audi,A4,gray,2004,103234,nc,dt credit corporation,1,500,500
Audi,A4,black,1999,129628,ca,mary liz auto sales,1,200,200
Ford,Fusion,black,2013,46078,mi,ford motor credit company llc,1,14500,14500
Dodge,Charger,black,2010,86315,in,fiserv/citizens one auto finance,1,6700,6700
Nissan,Altima,beige,2013,37055,or,avis corporation,1,13300,13300
Nissan,Altima,black,2013,23516,tn,nissan north america inc.,1,13600,13600
Acura,TL,black,2012,48767,pa,ahfc/honda lease/trust/hvt  inc. eot acuras,1,22100,22100
Chevrolet,Express Cargo,white,2012,80855,oh,ge fleet services for itself/servicer,1,14600,14600
Chevrolet,Traverse,blue,2012,55479,fl,fox rent a car,1,15700,15700
Ford,Fusion,white,2012,53208,fl,tdaf remarketing,1,13700,13700
Ford,Fusion,gray,2012,74747,wi,capital one auto finance,1,9100,9100
Lexus,ES 350,black,2012,36024,fl,lexus financial services,1,23700,23700
Lexus,IS 250,black,2012,23899,tn,wholesale inc # 2,1,23500,23500
Chevrolet,Malibu,silver,2013,39956,mi,remarketing by ge/michigan first credit union,1,11700,11700
Acura,TL,white,2005,175653,ca,meridian remarketing,1,4000,4000
Chrysler,Town and Country,red,2014,26133,mi,hertz corporation/gdp,1,18500,18500
Infiniti,G35,gray,2004,145958,ca,bmw of san diego,1,3500,3500
Infiniti,G35,silver,2003,119008,ca,wells fargo dealer services,1,5900,5900
Ford,Mustang,black,2014,14619,ca,the hertz corporation,1,31000,31000
BMW,X5,gray,2012,30959,ca,bmw of ontario,1,35000,35000
Volkswagen,Jetta,black,2012,36883,ca,power drive inc,1,12300,12300
BMW,5 Series,white,2011,54536,ca,high bid trading co inc,1,23000,23000
Mercedes-Benz,C-Class,white,2011,37628,ca,mercedes-benz financial services,1,20500,20500
Audi,A4,silver,2004,139222,ca,mercedes benz of pleasanton,1,3700,3700
Toyota,Camry,silver,2003,171702,ca,toyota of orange,1,2900,2900
Toyota,4Runner,,2003,174412,ca,apex auto wholesale - gary,1,4300,4300
Honda,Civic,black,2001,186592,ca,honda of el cerrito,1,1750,1750
Chevrolet,Tahoe,black,2015,1,fl,enterprise veh exchange/rental,1,4100,4100
Porsche,Boxster,gray,2002,69952,ca,onemain rem/manheim san francisco bay,1,6000,6000
